name,cancer type,pubmed id
H19,non small cell lung cancer,31219199
H19,breast cancer,31217890
H19,hepatocellular carcinoma,31196153
H19,rectal cancer,31638183
H19,gastric cancer,29687854
H19,ovarian cancer,29468525
H19,gastric cancer,27592063
H19,bladder cancer,18262338
H19,acute myeloid leukemia,15645136
H19,chronic myelogenous leukemia,15645136
H19,chronic myelomonocytic leukemia,15645136
H19,gastric adenocarcinoma,29479897
H19,hormone-secreting pituitary adenoma,29604339
H19,neuroendocrine prostate cancer,29757368
H19,acute promyelocytic leukemia,29703210
H19,embryonal carcinoma,26415227
H19,chronic myeloid leukemia,24685695
H19,gastric cardia adenocarcinoma,24414129
H19,germ cell tumor,16001432
H19,adrenocortical carcinoma,11889182
H19,meningioma,10738131
H19,hepatoblastoma,10404060
H19,epithelial ovarian cancer,10428315
H19,rhabdomyosarcoma,9136994
H19,testicular cancer,9010236
H19,small cell lung cancer,8674037
H19,gestational choriocarcinoma,8188082
H19,trophoblastic tumor,8188082
H19,retinoblastoma,29143996
H19,malignant melanoma,29350287
H19,oral squamous cell carcinoma,29344674
H19,neuroblastoma,29465760
H19,thyroid cancer,28655518
H19,nasopharyngeal cancer,27040767
H19,laryngeal squamous cell cancer,26872375
H19,cholangiocarcinoma,27809873
H19,liver cancer,26376677
H19,tongue squamous cell carcinoma,29523225
H19,pancreatic cancer,29581580
H19,papillary thyroid cancer,29287713
H19,melanoma,29568965
H19,lung adenocarcinoma,27911863
H19,esophageal cancer,26171017
H19,liver cancer,26272696
H19,choriocarcinoma,9062579
H19,choriocarcinoma,9244352
H19,testicular germ cell tumor,9112575
H19,medulloblastoma,8957451
H19,testicular germ cell tumor,8797887
H19,neuroblastoma,7614476
H19,pancreatic ductal adenocarcinoma,29344285
H19,prostate cancer,24988946
H19,cervical cancer,27633578
H19,cervical cancer,28797320
H19,esophageal squamous cell carcinoma,23943562
H19,prostate cancer,24063685
H19,endometrial cancer,15618002
H19,prostate cancer,15525575
H19,endometrial cancer,15228427
H19,head and neck squamous cell carcinoma,11592232
H19,head and neck squamous cell carcinoma,10597307
H19,cervical cancer,8570220
H19,clear cell renal cell carcinoma,29214011
H19,cholangiocarcinoma,28528181
H19,osteosarcoma,27186302
H19,osteosarcoma,27008415
H19,thyroid cancer,27093644
H19,colon cancer,19926638
H19,glioblastoma,27306825
H19,clear cell renal cell carcinoma,25866221
H19,wilms tumor,21174059
H19,wilms tumor,21174059
H19,wilms tumor,16179496
H19,nasopharyngeal cancer,12569573
H19,wilms tumor,8842727
H19,osteosarcoma,28975992
H19,lung cancer,29470951
H19,lung cancer,29731641
H19,lung cancer,24063685
H19,lung cancer,16707459
H19,acute myeloid leukemia,28765931
H19,gallbladder cancer,27716361
H19,gallbladder cancer,26803515
H19,head and neck squamous cell carcinoma,27994496
H19,pancreatic ductal adenocarcinoma,24920070
H19,acute myeloid leukemia,29643943
H19,endometrial cancer,28123568
H19,esophageal squamous cell carcinoma,27247022
H19,pancreatic ductal adenocarcinoma,27573434
H19,gallbladder cancer,27073719
H19,esophageal squamous cell carcinoma,24706416
H19,non small cell lung cancer,29693721
H19,non small cell lung cancer,26722426
H19,non small cell lung cancer,28121347
H19,ovarian cancer,27193186
H19,non small cell lung cancer,27607135
H19,non small cell lung cancer,25482516
H19,non small cell lung cancer,26482621
H19,ovarian cancer,25205099
H19,ovarian cancer,19656414
H19,ovarian cancer,9856569
H19,glioblastoma,29643989
H19,colon cancer,28189050
H19,colon cancer,28358427
H19,colon cancer,28781681
H19,osteosarcoma,29568924
H19,glioma,29391808
H19,glioblastoma,28306408
H19,glioma,26983719
H19,glioblastoma,26274999
H19,lung cancer,29219208
H19,hepatocellular carcinoma,24939300
H19,hepatocellular carcinoma,24761865
H19,hepatocellular carcinoma,23811339
H19,hepatocellular carcinoma,24063685
H19,hepatocellular carcinoma,18358696
H19,hepatocellular carcinoma,17297456
H19,hepatocellular carcinoma,17786216
H19,hepatocellular carcinoma,17786216
H19,hepatocellular carcinoma,15736456
H19,non small cell lung cancer,28799568
H19,ovarian cancer,26617715
H19,ovarian cancer,24379988
H19,bladder cancer,21162716
H19,bladder cancer,17786216
H19,bladder cancer,17786216
H19,bladder cancer,11193051
H19,bladder cancer,10413100
H19,bladder cancer,7589512
H19,colorectal cancer,19926638
H19,colorectal cancer,27919747
H19,colorectal cancer,29036538
H19,colorectal cancer,27789274
H19,colorectal cancer,26989025
H19,colorectal cancer,27391432
H19,colorectal cancer,27596298
H19,colorectal cancer,22427002
H19,colorectal cancer,12438232
H19,colorectal cancer,11120891
H19,glioma,29422115
H19,glioma,27543358
H19,glioma,27981546
H19,glioma,27693036
H19,glioma,24466011
H19,glioma,27366087
H19,gastric cancer,26160158
H19,gastric cancer,28105222
H19,gastric cancer,27184562
H19,hepatocellular carcinoma,23222811
H19,hepatocellular carcinoma,9570364
H19,breast cancer,29693231
H19,breast cancer,29106390
H19,bladder cancer,26198047
H19,breast cancer,26353930
H19,bladder cancer,28779971
H19,breast cancer,28611183
H19,bladder cancer,29614625
H19,breast cancer,29737472
H19,breast cancer,29145193
H19,breast cancer,29190892
H19,breast cancer,28919786
H19,breast cancer,27540977
H19,breast cancer,27845892
H19,bladder cancer,26163939
H19,breast cancer,26323944
H19,breast cancer,25944846
H19,bladder cancer,23354591
H19,bladder cancer,23399020
H19,breast cancer,21748294
H19,breast cancer,16707459
H19,breast cancer,14729626
H19,breast cancer,11896592
H19,breast cancer,12419837
H19,bladder cancer,11726548
H19,breast cancer,9811352
H19,breast cancer,9811352
H19,breast cancer,8636375
H19,breast cancer,8674037
H19,breast cancer,8785513
H19,colorectal cancer,29754471
H19,colorectal cancer,28164117
H19,colorectal cancer,26068968
H19,colorectal cancer,28406230
H19,colorectal cancer,28781681
H19,gastric cancer,29719612
H19,gastric cancer,29207111
H19,gastric cancer,26931432
H19,gastric cancer,24388988
H19,gastric cancer,24810858
H19,gastric cancer,28848149
H19,gastric cancer,26774144
H19,gastric cancer,26237576
H19,gastric cancer,26096073
H19,gastric cancer,24671855
H19,gastric cancer,24063685
H19,gastric cancer,23898077
H19,gastric cancer,22776265
H19,breast cancer,28102845
H19,breast cancer,27780718
H19,breast cancer,28544374
H19,breast cancer,25846769
H19,breast cancer,18794369
H19,breast cancer,15985428
H19,hepatocellular carcinoma,29800569
H19,retinoblastoma,29805578
H19,hepatocellular carcinoma,30014520
H19,hepatocellular carcinoma,29968942
H19,glioblastoma,29963265
H19,breast cancer,29963109
H19,malignant melanoma,29950863
H19,lung cancer,29950144
H19,multiple myeloma,29273733
H19,hepatocellular carcinoma,26378581
H22954,acute myeloid leukemia,30959078
H2A/K,renal cancer,26953487
HAGLR,lung adenocarcinoma,31194977
HAGLR,non small cell lung cancer,28443464
HAGLR,colorectal cancer,28406230
HAGLROS,hepatocellular carcinoma,31082725
HAGLROS,mantle cell lymphoma,31498006
HAGLROS,lung cancer,31378893
HAGLROS,nasopharyngeal cancer,31334669
HAGLROS,ovarian cancer,31197441
HAGLROS,gastric cancer,29329543
lncRNA-HAL,serous ovarian cancer,32039453
HAND2-AS1,liver cancer,32155348
HAND2-AS1,gastric cancer,32368078
HAND2-AS1,cervical cancer,32314545
HAND2-AS1,hepatocellular carcinoma,32224127
HAND2-AS1,triple negative breast cancer,31788122
HAND2-AS1,colorectal cancer,31760170
HAND2-AS1,chronic myeloid leukemia,30915755
HAND2-AS1,cervical squamous cell carcinoma,31555362
HAND2-AS1,cervical cancer,31889905
HAND2-AS1,breast cancer,31683462
HAND2-AS1,colorectal cancer,30078677
HAND2-AS1,osteosarcoma,31423193
HAND2-AS1,melanoma,31423160
HAND2-AS1,esophagus squamous cell carcinoma,30520131
HAND2-AS1,non small cell lung cancer,30509963
HAND2-AS1,liver cancer,31334575
HAND2-AS1,ovarian cancer,31222748
HAND2-AS1,osteosarcoma,29637006
HAND2-AS1,hepatocellular carcinoma,28194035
HAND2-AS1,endometrioid endometrial cancer,29107108
HANR,colorectal cancer,32049807
HANR,non small cell lung cancer,32016972
HANR,glioma,32016979
HANR,hepatocellular carcinoma,32210579
HANR,hepatocellular carcinoma,30342849
HANR,hepatocellular carcinoma,29055955
HAR1A,hepatocellular carcinoma,30304523
HAR1A,diffuse glioma,29108264
HAR1B,hepatocellular carcinoma,30304523
HAS2-AS1,non small cell lung cancer,32269726
HAS2-AS1,neuroblastoma,30914706
HAS2-AS1,glioma,30790335
HAS2-AS1,ovarian cancer,31082772
HAS2-AS1,glioblastoma,31385362
HAS2-AS1,oral squamous cell carcinoma,28485478
HCAL,hepatocellular carcinoma,29246322
HCCL5,hepatocellular carcinoma,30482773
HCG11,laryngeal cancer,32271435
HCG11,gastric cancer,31889902
HCG11,hepatocellular carcinoma,31858580
HCG11,glioma,30706982
HCG11,glioma,31310044
HCG11,prostate cancer,31228307
HCG11,prostate cancer,27522256
HCG11,hepatocellular carcinoma,28677801
HCG15,glioma,32346611
HCG18,gastric cancer,32256081
HCG18,colorectal cancer,31854468
HCG18,nasopharyngeal cancer,31841193
HCG22,bladder cancer,31304601
HCG22,oral squamous cell carcinoma,28415559
HCN3,neuroblastoma,27824082
HCP5,non small cell lung cancer,32104093
HCP5,prostate cancer,31746434
HCP5,gastric cancer,32357145
HCP5,gastric cancer,32300102
HCP5,clear cell renal cell carcinoma,32271414
HCP5,Colorectal cancer,30899394
HCP5,oral squamous cell carcinoma,31849534
HCP5,acute myeloid leukemia,31836918
HCP5,lung adenocarcinoma,31131047
HCP5,anaplastic thyroid cancer,31102936
HCP5,triple negative breast cancer,31028999
HCP5,cervical cancer,30070314
HCP5,osteosarcoma,30554864
HCP5,skin cutaneous melanoma,31496735
HCP5,triple negative breast cancer,31215169
HCP5,follicular thyroid cancer,29515098
HCP5,lung adenocarcinoma,28793054
hDREH,hepatocellular carcinoma,27495068
hDREH,hepatocellular carcinoma,27894309
HEGBC,gallbladder cancer,30086773
lncRNA-HEIH,cholangiocarcinoma,32062383
lncRNA-HEIH,liver cancer,31144384
lncRNA-HEIH,non small cell lung cancer,30230600
lncRNA-HEIH,triple negative breast cancer,31456112
lncRNA-HEIH,Endometrial Cancer,31650338
HEIRCC,renal cell carcinoma,28030807
HESRG,embryonal carcinoma,21861197
HGBC,gallbladder cancer,31752906
HHIP-AS1,hepatocellular carcinoma,31604528
HIF1A-AS1,colorectal cancer,28946548
HIF1A-AS1,non small cell lung cancer,26339353
HIF1A-AS1,gastric cancer,26722487
HIF1A-AS1,renal cancer,21897117
HIF1A-AS2,osteosarcoma,31866584
HIF1A-AS2,bladder cancer,30216500
HIF1A-AS2,triple negative breast cancer,30635931
HIF1A-AS2,bladder cancer,27018306
HIF1A-AS2,gastric cancer,25686741
HIF1A-AS2,renal cancer,9923855
HIF1A-AS2,colorectal cancer,29278853
HIF1A-AS2,glioblastoma,27264189
HIF1A-AS2,breast cancer,28248879
HIF1A-AS2,breast cancer,14580258
HIF1A-AS2,breast cancer,26921339
HIF2PUT,osteosarcoma,30966832
HIF2PUT,osteosarcoma,27623205
HIF2PUT,osteosarcoma,25434862
HIPK1-AS,cervical cancer,29901171
HIST1H3F,lung adenocarcinoma,31558162
HIT000218960,gastric cancer,31186705
HIT000218960,papillary thyroid cancer,27929737
HIT000337391,glioblastoma,25378224
HIV1230,gastric cancer,24819045
HIX0023999,gastric cancer,28043146
HKLINCR1,lung cancer,31089191
HLA-F-AS1,colorectal cancer,31863778
HLA-F-AS1,lung adenocarcinoma,30151992
HMGA1P4,gastric cancer,31934786
HMGA2-AS1,pancreatic cancer,32010621
HMLINCRNA717,pancreatic cancer,27338046
HMLINCRNA717,non small cell lung cancer,25674259
HMLINCRNA717,gastric cancer,24961350
HMMR-AS1,lung adenocarcinoma,31128573
HMMR-AS1,epithelial ovarian cancer,30556852
HMMR-AS1,glioblastoma,29574252
HMMR-AS1,breast cancer,27920576
Hmrhl,chronic myelogenous leukemia,31891018
HNF1A-AS,non small cell lung cancer,27981551
HNF1A-AS,nasopharyngeal cancer,26756620
HNF1A-AS1,colorectal cancer,32110048
HNF1A-AS1,gastric cancer,32336754
HNF1A-AS1,colon cancer,32325080
HNF1A-AS1,cervical cancer,31827397
HNF1A-AS1,gastric cancer,30185552
HNF1A-AS1,oral squamous cell carcinoma,30404566
HNF1A-AS1,non small cell lung cancer,31243821
HNF1A-AS1,esophageal squamous cell carcinoma,25608466
HNF1A-AS1,colon cancer,28943452
HNF1A-AS1,colorectal cancer,28791380
HNF1A-AS1,osteosarcoma,27648140
HNF1A-AS1,gastric cancer,26472090
HNF1A-AS1,lung adenocarcinoma,25863539
HNF1A-AS1,esophageal adenocarcinoma,24000294
HNF1A-AS1,bladder cancer,29762827
HNF1A-AS1,hepatocellular carcinoma,29466992
HNF1A-AS1,hepatocellular carcinoma,28292020
HNF1A-AS1,bladder cancer,29100339
HNF1A-AS1,non small cell lung cancer,29289833
HNF1A-AS1,esophageal squamous cell carcinoma,28656277
HNF1A-AS1,colorectal cancer,29145164
HNF1A-AS1,hepatocellular carcinoma,27084450
HNF1A-AS1,bladder cancer,29541223
HNRNPKP2,gastric cancer,28403883
HNRNPU,pancreatic ductal adenocarcinoma,29657295
HORAS5,prostate cancer,30776192
HOST2,triple negative breast cancer,32248842
HOST2,non small cell lung cancer,31799663
HOST2,cervical cancer,30964163
HOST2,ovarian cancer,31701766
HOST2,hepatocellular carcinoma,30453302
HOST2,pancreatic cancer,30406400
HOST2,glioma,30290058
HOST2,gastric cancer,30509094
HOST2,triple negative breast cancer,30483747
HOTAIR,colorectal cancer,32144238
HOTAIR,hepatocellular carcinoma,32062551
HOTAIR,oral squamous cell carcinoma,31995261
HOTAIR,medulloblastoma,31986414
HOTAIR,prostate cancer,29944905
HOTAIR,liver cancer,29849802
HOTAIR,colorectal cancer,29808247
HOTAIR,non small cell lung cancer,29805510
HOTAIR,renal cell carcinoma,29789714
HOTAIR,hepatocellular carcinoma,29778425
HOTAIR,prostate cancer,29807357
HOTAIR,gastric cancer,32364078
HOTAIR,glioblastoma,32279420
HOTAIR,lung cancer,32248643
HOTAIR,breast cancer,30981759
HOTAIR,Cervical Cancer,30981759
HOTAIR,Colorectal cancer,30981759
HOTAIR,hepatocellular carcinoma,30943982
HOTAIR,gastric cancer,30810117
HOTAIR,non small cell lung cancer,30720199
HOTAIR,small cell lung cancer,31934137
HOTAIR,hepatocellular carcinoma,31933720
HOTAIR,breast cancer,31882666
HOTAIR,laryngeal cancer,31849488
HOTAIR,gastric cancer,31819516
HOTAIR,colorectal cancer,31694696
HOTAIR,triple negative breast cancer,31672084
HOTAIR,non small cell lung cancer,31173294
HOTAIR,laryngeal squamous cell cancer,31171714
HOTAIR,acute myeloid leukemia,31168296
HOTAIR,thyroid cancer,31607138
HOTAIR,breast cancer,31100572
HOTAIR,hepatocellular carcinoma,30195653
HOTAIR,Acute myeloid leukemia,30172749
HOTAIR,cervical cancer,30134241
HOTAIR,cholangiocarcinoma,30111807
HOTAIR,renal cell carcinoma,30105850
HOTAIR,oral squamous cell carcinoma,30053324
HOTAIR,lung cancer,30047193
HOTAIR,advanced chronic myeloid leukemia,30464631
HOTAIR,pancreatic cancer,30464623
HOTAIR,endometrial cancer,30443761
HOTAIR,gastric cancer,30431069
HOTAIR,breast cancer,30429228
HOTAIR,adrenocortical carcinoma,30402836
HOTAIR,cervical cancer,30367473
HOTAIR,osteosarcoma,30367466
HOTAIR,colorectal cancer,30362162
HOTAIR,colon cancer,30335892
HOTAIR,nasopharyngeal cancer,30314699
HOTAIR,cervical cancer,30275757
HOTAIR,lung cancer,30223276
HOTAIR,ovarian cancer,30205383
HOTAIR,pancreatic adenocarcinoma,31452722
HOTAIR,gastric cancer,30338929
HOTAIR,gastric cancer,30635945
HOTAIR,ovarian cancer,30570864
HOTAIR,gastric cancer,30557546
HOTAIR,lung cancer,31475459
HOTAIR,oesophageal cancer,31389660
HOTAIR,breast cancer,31367244
HOTAIR,Breast Cancer,31326549
HOTAIR,colon cancer,31298326
HOTAIR,head and neck squamous cell carcinoma,31297902
HOTAIR,gastric cancer,31281667
HOTAIR,breast cancer,31281438
HOTAIR,esophageal squamous cell carcinoma,31207321
HOTAIR,cutaneous squamous cell carcinoma,31649487
HOTAIR,gastric cancer,29683069
HOTAIR,laryngeal squamous cell cancer,25099764
HOTAIR,breast cancer,29687854
HOTAIR,head and neck squamous cell carcinoma,28159935
HOTAIR,pancreatic cancer,29201179
HOTAIR,non small cell lung cancer,28784052
HOTAIR,pancreatic cancer,27028998
HOTAIR,osteosarcoma,26967389
HOTAIR,epithelial ovarian cancer,27166268
HOTAIR,acute monocytic leukemia,27748863
HOTAIR,acute myeloid leukemia,26622861
HOTAIR,breast cancer,25586347
HOTAIR,cervical cancer,25366139
HOTAIR,breast cancer,25883211
HOTAIR,breast cancer,26033707
HOTAIR,gastric cardia adenocarcinoma,25476857
HOTAIR,multiple myeloma,24583225
HOTAIR,esophageal squamous cell carcinoma,24788237
HOTAIR,renal cancer,24616104
HOTAIR,malignant glioma,29644006
HOTAIR,chronic myeloid leukemia,27875938
HOTAIR,B-cell lymphoma,27122348
HOTAIR,vulvar squamous cell carcinoma,27633334
HOTAIR,adenocarcinoma of esophagogastric junction,28352764
HOTAIR,diffuse Large B-Cell Lymphoma,27550047
HOTAIR,serous ovarian cancer,25796453
HOTAIR,pituitary adenoma,24469926
HOTAIR,triple negative breast cancer,25996380
HOTAIR,non-functioning pituitary adenoma,24469926
HOTAIR,sarcoma,23543869
HOTAIR,pancreatic ductal adenocarcinoma,27594424
HOTAIR,chondrosarcoma,28182000
HOTAIR,esophageal cancer,28441714
HOTAIR,malignant melanoma,29156728
HOTAIR,gallbladder cancer,24953832
HOTAIR,gastrointestinal stromal tumor,22258453
HOTAIR,melanoma,28067428
HOTAIR,thyroid cancer,28670492
HOTAIR,gastrointestinal stromal tumor,27659532
HOTAIR,small cell lung cancer,26707824
HOTAIR,retinoblastoma,27966488
HOTAIR,gastric adenocarcinoma,26328013
HOTAIR,liver cancer,26172293
HOTAIR,urothelial cancer,25994132
HOTAIR,small cell lung cancer,24591352
HOTAIR,gastric adenocarcinoma,23888369
HOTAIR,oesophageal squamous cell carcinoma,29156804
HOTAIR,acute myeloid leukemia,25979172
HOTAIR,nasopharyngeal cancer,29228426
HOTAIR,nasopharyngeal cancer,26717040
HOTAIR,glioblastoma,27306825
HOTAIR,acute myeloid leukemia,26261618
HOTAIR,glioblastoma,25428914
HOTAIR,glioblastoma,25823657
HOTAIR,papillary thyroid cancer,25997963
HOTAIR,nasopharyngeal cancer,23281836
HOTAIR,endometrial cancer,29466670
HOTAIR,lung cancer,27186394
HOTAIR,endometrial cancer,28721581
HOTAIR,thyroid cancer,28565838
HOTAIR,lung adenocarcinoma,29467862
HOTAIR,oral squamous cell carcinoma,27904675
HOTAIR,pancreatic ductal adenocarcinoma,26482614
HOTAIR,oral squamous cell carcinoma,26036760
HOTAIR,head and neck squamous cell carcinoma,26592246
HOTAIR,endometrial cancer,24285342
HOTAIR,laryngeal squamous cell cancer,25257554
HOTAIR,lung cancer,25010625
HOTAIR,laryngeal squamous cell cancer,23141928
HOTAIR,melanoma,23862139
HOTAIR,oral squamous cell carcinoma,23292713
HOTAIR,colon cancer,28756022
HOTAIR,colon cancer,27298568
HOTAIR,renal cell carcinoma,25149152
HOTAIR,renal cell carcinoma,24935377
HOTAIR,colon cancer,24022994
HOTAIR,prostate cancer,29221985
HOTAIR,prostate cancer,26962687
HOTAIR,bladder cancer,26469956
HOTAIR,papillary thyroid cancer,29280051
HOTAIR,osteosarcoma,29285059
HOTAIR,pancreatic cancer,28476883
HOTAIR,bladder cancer,29190895
HOTAIR,prostate cancer,27922078
HOTAIR,bladder cancer,26781446
HOTAIR,papillary thyroid cancer,27549736
HOTAIR,bladder cancer,26800519
HOTAIR,bladder cancer,26457124
HOTAIR,prostate cancer,25895025
HOTAIR,osteosarcoma,25728753
HOTAIR,prostate cancer,26411689
HOTAIR,pancreatic cancer,22614017
HOTAIR,head and neck squamous cell carcinoma,27941336
HOTAIR,lung adenocarcinoma,27460077
HOTAIR,head and neck squamous cell carcinoma,29540490
HOTAIR,lung cancer,29080835
HOTAIR,laryngeal squamous cell cancer,27542077
HOTAIR,lung adenocarcinoma,26658322
HOTAIR,oral squamous cell carcinoma,25901533
HOTAIR,endometrial cancer,24758900
HOTAIR,lung adenocarcinoma,24155936
HOTAIR,lung cancer,23668363
HOTAIR,esophageal squamous cell carcinoma,28376832
HOTAIR,esophageal squamous cell carcinoma,24222893
HOTAIR,esophageal squamous cell carcinoma,23717443
HOTAIR,glioma,29323737
HOTAIR,renal cell carcinoma,28492542
HOTAIR,colon cancer,26962687
HOTAIR,glioma,28083786
HOTAIR,renal cell carcinoma,28177890
HOTAIR,glioma,29218099
HOTAIR,renal cell carcinoma,28931862
HOTAIR,glioma,27277755
HOTAIR,colon cancer,24840737
HOTAIR,glioma,24203894
